순위,기간시작,기간종료,썸네일_이미지의_URL,영화명(국문),영화코드,하이퍼텍스트_링크,줄거리
8,20191021,20191027,https://ssl.pstatic.net/imgmovie/mdi/mit110/1891/189140_P16_134312.jpg,빅트립: 아기팬더 배달 대모험,20197054,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189140,"혼자 조용히 지내는 게 가장 편한 까칠한 집돌이 곰 '믹믹' 앞에 어느 날, 엄마에게 배달되어야 할 귀염뽀짝 아기 팬더가 잘못 배송된다.
 사고를 해결하기 위해 호기심지수 200% 천방지축 트러블 메이커 '오스카'(토끼), 부리에 엔진을 장착한 투머치토커 '듀크'(펠리칸), 겁 많은 두 얼굴의 쫄보 '야누스'(늑대), 꽃을 사랑하는 외로운 감성시인 '아무르'(호랑이)까지 합류하면서 야생 월드 역사상 가장 확실한 서비스의 애니멀 특송단이 완성되고, 아기 팬더의 엄마를 찾아주기 위한 이들의 거대한 모험이 시작되는데…
 
 아기 팬더의 엄마를 찾기 위해 배달의 동물들이 떴다!"
9,20191021,20191027,https://ssl.pstatic.net/imgmovie/mdi/mit110/1875/187526_P14_105850.jpg,더 킹: 헨리 5세,20198961,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187526,자유롭게 살아가던 왕자 할이 왕좌에 올라 전쟁으로 혼란에 빠진 영국의 운명을 짊어지며 위대한 왕으로 변모해가는 과정을 그린 영화
10,20191021,20191027,,터미네이터2 3D,19910247,,
1,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167613_P09_182225.jpg,조커,20199950,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167613,"고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자.
 하지만 모두가 미쳐가는 코미디 같은 세상에서
 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데…
 이제껏 본 적 없는 진짜 ‘조커’를 만나라!"
2,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,말레피센트 2,20191589,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167635,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
3,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182205_P35_110342.jpg,가장 보통의 연애,20195920,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182205,"전 여친에 상처받은 ‘재훈’(김래원).  여느 때처럼 숙취로 시작한 아침,  모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고   그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.   남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).  새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서 하필이면! 같은 직장의 ‘재훈’을 마주친다.  만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.  하지만 미묘한 긴장과 어색함도 잠시  ‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?"
4,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180390_P34_154356.jpg,퍼펙트맨,20184483,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180390,"퍼펙트한 인생을 위해 한탕을 꿈꾸는 건달 ‘영기’(조진웅) 조직 보스의 돈 7억을 빼돌려 주식에 투자하지만, 사기꾼에게 속아 주식은 휴지조각이 되고 만다. 목숨을 부지하기 위해 어떻게든 7억을 구해야 하는 영기 앞에 까칠한 로펌 대표 ‘장수’(설경구)가 나타난다.  두 달 시한부 ‘장수’는 자신이 해야 할 일들을 도와주는 조건으로 영기에게 자신의 사망보험금을 내건 빅딜을 제안하는데…  돈 쫌 많은 로펌 대표와 폼 쫌 잡는 꼴통 건달 퍼펙트하게 다른 두 남자의 인생 최대 반전이 시작된다"
5,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1754/175404_P12_140807.jpg,두번할까요,20185361,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175404,"꿈꿔왔던 싱글라이프 ‘현우’ 쪽팔림을 무릅쓰고 감행했던 이혼식 후, 드디어 싱글라이프 입성! 꿈꿔왔던 자유를 되찾은 것도 잠시... 엑스와이프 '선영'이 다시 돌아왔다. 게다가 옛 친구 '상철'까지 달고!  원치않던 싱글라이프 ‘선영’ 꼭 해야만(?)했던 이혼식 후, 어쩌다 보니 싱글라이프 입성! 원수 같던 '현우'와 헤어지긴 했지만 그 없이는 어려운 일 투성이다. 그러던 어느 날, 모든 게 완벽한 '상철'이 나타났다!  끝내고픈 싱글라이프 ‘상철’ 이상형 '선영'과의 강렬한(!) 만남 후, 잘만하면 싱글라이프 청산 가능! 얼굴, 능력 다 되지만 연애는 어떻게 하는 건지 도통 모르겠다. 별 수 없이 연애 상담을 위해 '현우'를 찾아가는데!  다시 얽혀버린 세 남녀의 출구 없는 싱글라이프가 펼쳐진다!"
6,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172764_P03_111945.jpg,제미니 맨,20191183,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172764,"최강의 요원 헨리(윌 스미스)는 자신과 완벽하게 닮은 의문의 요원(윌 스미스)에게 맹렬한 추격을 당한다. 
 한편 헨리와 이제 막 동료가 된 대니(메리 엘리자베스 윈스티드), 헨리의 오랜 동료 배런(베네딕트 웡)은 의문의 요원에게 
 이상한 낌새를 느끼고 정체를 파헤치기 시작하고, 그가 헨리의 DNA를 추출해 탄생한 ‘제미니 프로젝트’ 요원임을 알게 된다. 
 헨리의 전성기와 너무나 완벽하게 닮은 한 사람을 만나 충격에 빠지는 헨리와 동료들. 그들은 ‘제미니 프로젝트’를 파괴하기 위한 작전을 시작하는데…"
7,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1877/187787_P22_112851.jpg,너를 만난 여름,20194223,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187787,"열일곱, 모든 게 서툴고 어설프지만 모든 게 좋았던 시간.
 너 ♡ 나 = 최고의 우리
 내가 가장 좋아하는 계절은
 
 ‘너를 만난 여름’"
8,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159806_P02_134100.jpg,장사리 : 잊혀진 영웅들,20193601,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159806,"인천상륙작전 D-1 ‘이명준’ 대위가 이끄는 유격대와 전투 경험이 없는 학도병들을 태운 문산호는 인천상륙작전의 양동작전인 장사상륙작전을 위해 장사리로 향한다. 평균나이 17세, 훈련기간 단 2주에 불과했던 772명 학도병들이  악천후 속에서 소나기처럼 쏟아지는 총알을 맞으며 상륙을 시도하는데…"
9,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1804/180402_P24_114315.jpg,버티고,20183407,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180402,"현기증 나는 고층빌딩 숲 사무실에서 매일을 위태롭게 버티고 있는 30대 직장인 ‘서영’(천우희), 안정적인 삶을 원하지만 현실은 속수무책으로 흔들거린다. 불안정한 계약직 생활, 비밀사내 연애 중인 연인 ‘진수’(유태오)와의 불안한 관계,  밤마다 시달리는 엄마의 전화까지... 더 이상 버틸 수 없다고 느낀 그녀가 무너져내릴 때,  창 밖에서 로프에 매달린 채 그녀를 지켜보는 남자 ‘관우’(정재광)를 마주하게 된다.  “괜찮아요, 당신은 절대 떨어지지 않아요”"
10,20191014,20191020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1811/181114_P00_152033.jpg,날씨의 아이,20190280,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181114,"비가 그치지 않던 어느 여름날,
 가출 소년 ‘호다카’는 수상한 잡지사에 취직하게 되고
 비밀스러운 소녀 ‘히나’를 우연히 만난다.
 
 “지금부터 하늘이 맑아질 거야”
 
 그녀의 기도에 거짓말 같이 빗줄기는 멈추고,
 사람들의 얼굴에 환한 빛이 내려온다.
 
 “신기해, 날씨 하나에 사람들의 감정이 이렇게나 움직이다니”
 
 하지만, 맑음 뒤 흐림이 찾아오듯
 두 사람은 엄청난 세계의 비밀을 마주하게 되는데…
 
 흐리기만 했던 세상이 빛나기 시작했고, 그 끝에는 네가 있었다."
1,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167613_P09_182225.jpg,조커,20199950,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167613,"고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자.
 하지만 모두가 미쳐가는 코미디 같은 세상에서
 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데…
 이제껏 본 적 없는 진짜 ‘조커’를 만나라!"
2,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182205_P35_110342.jpg,가장 보통의 연애,20195920,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182205,"전 여친에 상처받은 ‘재훈’(김래원).  여느 때처럼 숙취로 시작한 아침,  모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고   그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.   남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).  새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서 하필이면! 같은 직장의 ‘재훈’을 마주친다.  만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.  하지만 미묘한 긴장과 어색함도 잠시  ‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?"
3,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180390_P34_154356.jpg,퍼펙트맨,20184483,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180390,"퍼펙트한 인생을 위해 한탕을 꿈꾸는 건달 ‘영기’(조진웅) 조직 보스의 돈 7억을 빼돌려 주식에 투자하지만, 사기꾼에게 속아 주식은 휴지조각이 되고 만다. 목숨을 부지하기 위해 어떻게든 7억을 구해야 하는 영기 앞에 까칠한 로펌 대표 ‘장수’(설경구)가 나타난다.  두 달 시한부 ‘장수’는 자신이 해야 할 일들을 도와주는 조건으로 영기에게 자신의 사망보험금을 내건 빅딜을 제안하는데…  돈 쫌 많은 로펌 대표와 폼 쫌 잡는 꼴통 건달 퍼펙트하게 다른 두 남자의 인생 최대 반전이 시작된다"
4,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172764_P03_111945.jpg,제미니 맨,20191183,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172764,"최강의 요원 헨리(윌 스미스)는 자신과 완벽하게 닮은 의문의 요원(윌 스미스)에게 맹렬한 추격을 당한다. 
 한편 헨리와 이제 막 동료가 된 대니(메리 엘리자베스 윈스티드), 헨리의 오랜 동료 배런(베네딕트 웡)은 의문의 요원에게 
 이상한 낌새를 느끼고 정체를 파헤치기 시작하고, 그가 헨리의 DNA를 추출해 탄생한 ‘제미니 프로젝트’ 요원임을 알게 된다. 
 헨리의 전성기와 너무나 완벽하게 닮은 한 사람을 만나 충격에 빠지는 헨리와 동료들. 그들은 ‘제미니 프로젝트’를 파괴하기 위한 작전을 시작하는데…"
5,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159806_P02_134100.jpg,장사리 : 잊혀진 영웅들,20193601,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159806,"인천상륙작전 D-1 ‘이명준’ 대위가 이끄는 유격대와 전투 경험이 없는 학도병들을 태운 문산호는 인천상륙작전의 양동작전인 장사상륙작전을 위해 장사리로 향한다. 평균나이 17세, 훈련기간 단 2주에 불과했던 772명 학도병들이  악천후 속에서 소나기처럼 쏟아지는 총알을 맞으며 상륙을 시도하는데…"
6,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164160_P00_101611.jpg,몬스터 하우스,20196380,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164160,"사춘기 소녀 클로이는 내키지 않는 새 집에 이사 온 뒤,
 그 곳에서 수상한 일곱 요정과 신비한 보석 ‘키스톤’을 발견한다.
 친구를 사귀고 싶은 클로이는 친해지고 싶은 학교의 ‘인싸’ 브리트니에게
 ‘키스톤’을 빌려 주고, 밤이 되자 움직이기 시작한 요정들은
 새 집과 ‘키스톤’에 얽힌 놀라운 비밀을 들려주게 되는데…
 키스톤을 잃어버린 후, 클로이의 새 집은
 먹보대장 외계 몬스터 ‘트로그’의 습격으로 아수라장이 되어버린다.
 
 과연 클로이와 일곱 요정들은 몬스터들로부터 집을 무사히 지켜낼 수 있을까?!"
7,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1875/187508_P22_160934.jpg,소피와 드래곤: 마법책의 비밀,20195941,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187508,"평화로운 왕국의 말괄량이 공주 ‘소피’ 언제나 명랑해 보이지만 어릴 적 잃어버린 엄마를 매일 그리워하는,  외로운 소녀이기도 하다.  일곱 살 생일을 맞이한 어느 날 ‘소피’는 호시탐탐 왕의 자리를 노리는 ‘발타샤’의 눈을 피해 궁전 안에서 놀거리를 찾던 중 신비한 마법의 책을 발견한다!  호기심에 가득 찬 ‘소피’가  마법의 책을 펼치자 풍덩! 책 속으로 빠져 들어가게 되고,  신기한 동물과 아름다운 식물로 가득한 환상의 세계로 건너가 꼬마 드래곤 ‘드랙스’를 만나게 된다!   매일 밤 마법의 책 속으로 들어가 드래곤 ‘드랙스’와 뛰놀던 ‘소피’는 원하는 모든 것을 보여 준다는 마법 거울의 비밀을 알게 되는데… ‘소피’는 과연 마법 거울로 사라진 엄마를 찾고  ‘발타샤’로부터 왕국을 지켜낼 수 있을까?!"
8,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1816/181692_P21_144315.jpg,잃어버린 세계를 찾아서,20197691,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181692,"예티, 빅풋, 사스콰치라 불리는 전설의 동물 유일하게 살아남은 ‘Mr. 링크’는 지구 반 바퀴 너머에 있는 일명 잃어버린 세계 ‘샹그릴라’에서 동족의 흔적이 발견됐다는 사실을 알게 된다  한편, 자칭 세계 최고의 탐험가라 주장하는 ‘라이오넬’ 전설의 동물 ‘빅풋’을 목격했다는 편지 한 통을 받고 북아메리카로 향한다 그리고 진짜로 만나게 된 전설의 동물은… 바로 ‘Mr. 링크’!  오랜 시간 숨어 살아온 ‘링크’에게는 가족을 찾기 위해 탐험가 ‘라이오넬’의 도움이 절실한 상황! 우여곡절 끝에 둘은 함께 모험을 떠나게 되는데…  미국 찍고! 유럽 돌고! 아시아 넘어!  링크와 라이오넬의 스펙터클! 글로벌 어드벤처가 시작된다!"
9,20191007,20191013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1747/174797_P44_135652.jpg,판소리 복서,20184243,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174797,한때 복싱 챔피언 유망주로 화려하게 주목 받던 전직 프로복서 ‘병구’(엄태구). 그러나 한 순간의 지울 수 없는 실수로 복싱협회에서 영구 제명이 되어버린 그는 ‘박관장’(김희원)의 배려로 체육관의 허드렛일을 도맡아 하며 살아가고 있다. 다시 복싱을 시작하려는 마음은 있지만 설상가상 뇌세포가 손상되는 ‘펀치드렁크(punchdrunk)’ 진단까지 받게 된 ‘병구’. 어느 날 ‘병구’가 뿌린 전단지를 들고 체육관을 찾은 신입관원 ‘민지’(이혜리)는 복싱에 대한 ‘병구’의 순수한 열정을 발견하고 그의 든든한 지원군이 되어준다.   ‘민지’의 응원에 잊고 있었던 미완의 꿈이자 자신만의 스타일인 ‘판소리 복싱’을 완성하기로 결심한 ‘병구’는 생애 마지막이 될지도 모를 가장 무모한 도전을 시작한다.
