순위,기간,영화코드,영화명(국문),기간순위,기간시작,기간종료,개봉일,감독명(국문),감독명(영문) 
3,20160509~20160515,20142406,탐정 홍길동: 사라진 마을,20160509~201605153,20160509,20160515,2016-05-04,조성희,JO Sung-hee
4,20160509~20160515,20162627,다이버전트 시리즈: 얼리전트,20160509~201605154,20160509,20160515,2016-05-12,로베르트 슈벤트케,Robert Schwentke
1,20160502~20160508,20159364,캡틴 아메리카: 시빌 워,20160502~201605081,20160502,20160508,2016-04-27,안소니 루소,Anthony Russo
2,20160502~20160508,20142406,탐정 홍길동: 사라진 마을,20160502~201605082,20160502,20160508,2016-05-04,조성희,JO Sung-hee
3,20160502~20160508,20162704,극장판 안녕 자두야,20160502~201605083,20160502,20160508,2016-05-04,손석우,SON Seok-u
4,20160502~20160508,20162300,매직브러시,20160502~201605084,20160502,20160508,2016-05-04,쯔씽 쫑,Zhixing Zhong
1,20160425~20160501,20159364,캡틴 아메리카: 시빌 워,20160425~201605011,20160425,20160501,2016-04-27,안소니 루소,Anthony Russo
2,20160425~20160501,20142621,시간이탈자,20160425~201605012,20160425,20160501,2016-04-13,곽재용,KWAK Jae-yong
3,20160425~20160501,20155501,주토피아,20160425~201605013,20160425,20160501,2016-02-17,바이론 하워드,Byron Howard
4,20160425~20160501,20159641,위대한 소원,20160425~201605014,20160425,20160501,2016-04-21,남대중,NAM Dae-joong
1,20160418~20160424,20142621,시간이탈자,20160418~201604241,20160418,20160424,2016-04-13,곽재용,KWAK Jae-yong
2,20160418~20160424,20159641,위대한 소원,20160418~201604242,20160418,20160424,2016-04-21,남대중,NAM Dae-joong
3,20160418~20160424,20155501,주토피아,20160418~201604243,20160418,20160424,2016-02-17,바이론 하워드,Byron Howard
4,20160418~20160424,20152782,"날, 보러와요",20160418~201604244,20160418,20160424,2016-04-07,이철하,LEE Cheol-ha
1,20160411~20160417,20142621,시간이탈자,20160411~201604171,20160411,20160417,2016-04-13,곽재용,KWAK Jae-yong
2,20160411~20160417,20152782,"날, 보러와요",20160411~201604172,20160411,20160417,2016-04-07,이철하,LEE Cheol-ha
3,20160411~20160417,20155501,주토피아,20160411~201604173,20160411,20160417,2016-02-17,바이론 하워드,Byron Howard
4,20160411~20160417,20158984,헌츠맨: 윈터스 워,20160411~201604174,20160411,20160417,2016-04-13,세딕 니콜라스 트로얀,Cedric Nicolas-Troyan
1,20160404~20160410,20152782,"날, 보러와요",20160404~201604101,20160404,20160410,2016-04-07,이철하,LEE Cheol-ha
2,20160404~20160410,20155501,주토피아,20160404~201604102,20160404,20160410,2016-02-17,바이론 하워드,Byron Howard
3,20160404~20160410,20162065,클로버필드 10번지,20160404~201604103,20160404,20160410,2016-04-07,댄 트라첸버그,Dan Trachtenberg
4,20160404~20160410,20152781,배트맨 대 슈퍼맨: 저스티스의 시작,20160404~201604104,20160404,20160410,2016-03-24,잭 스나이더,Zack Snyder
1,20160328~20160403,20152781,배트맨 대 슈퍼맨: 저스티스의 시작,20160328~201604031,20160328,20160403,2016-03-24,잭 스나이더,Zack Snyder
2,20160328~20160403,20155501,주토피아,20160328~201604032,20160328,20160403,2016-02-17,바이론 하워드,Byron Howard
3,20160328~20160403,20150902,대배우,20160328~201604033,20160328,20160403,2016-03-30,석민우,SEOK Min-u
4,20160328~20160403,20162161,미스컨덕트,20160328~201604034,20160328,20160403,2016-03-30,시모사와 신타로,Shintaro Shimosawa
1,20160321~20160327,20152781,배트맨 대 슈퍼맨: 저스티스의 시작,20160321~201603271,20160321,20160327,2016-03-24,잭 스나이더,Zack Snyder
2,20160321~20160327,20155501,주토피아,20160321~201603272,20160321,20160327,2016-02-17,바이론 하워드,Byron Howard
3,20160321~20160327,20159643,글로리데이,20160321~201603273,20160321,20160327,2016-03-24,최정열,CHOI Jeong-yeol
4,20160321~20160327,20161364,귀향,20160321~201603274,20160321,20160327,2016-02-24,조정래,CHO Jung-rae
1,20160314~20160320,20155501,주토피아,20160314~201603201,20160314,20160320,2016-02-17,바이론 하워드,Byron Howard
2,20160314~20160320,20151884,런던 해즈 폴른,20160314~201603202,20160314,20160320,2016-03-10,바박 나자피,Babak Najafi
3,20160314~20160320,20161364,귀향,20160314~201603203,20160314,20160320,2016-02-24,조정래,CHO Jung-rae
4,20160314~20160320,20145396,널 기다리며,20160314~201603204,20160314,20160320,2016-03-10,모홍진,MO Hong-jin
1,20160307~20160313,20161364,귀향,20160307~201603131,20160307,20160313,2016-02-24,조정래,CHO Jung-rae
2,20160307~20160313,20155501,주토피아,20160307~201603132,20160307,20160313,2016-02-17,바이론 하워드,Byron Howard
3,20160307~20160313,20151884,런던 해즈 폴른,20160307~201603133,20160307,20160313,2016-03-10,바박 나자피,Babak Najafi
4,20160307~20160313,20145396,널 기다리며,20160307~201603134,20160307,20160313,2016-03-10,모홍진,MO Hong-jin
1,20160229~20160306,20161364,귀향,20160229~201603061,20160229,20160306,2016-02-24,조정래,CHO Jung-rae
2,20160229~20160306,20155501,주토피아,20160229~201603062,20160229,20160306,2016-02-17,바이론 하워드,Byron Howard
3,20160229~20160306,20159162,갓 오브 이집트,20160229~201603063,20160229,20160306,2016-03-03,알렉스 프로야스,Alex Proyas
4,20160229~20160306,20153781,데드풀,20160229~201603064,20160229,20160306,2016-02-17,팀 밀러,Tim Miller
1,20160222~20160228,20161364,귀향,20160222~201602281,20160222,20160228,2016-02-24,조정래,CHO Jung-rae
2,20160222~20160228,20153781,데드풀,20160222~201602282,20160222,20160228,2016-02-17,팀 밀러,Tim Miller
3,20160222~20160228,20155501,주토피아,20160222~201602283,20160222,20160228,2016-02-17,바이론 하워드,Byron Howard
4,20160222~20160228,20145507,검사외전,20160222~201602284,20160222,20160228,2016-02-03,이일형,LEE Il-hyung
1,20160215~20160221,20153781,데드풀,20160215~201602211,20160215,20160221,2016-02-17,팀 밀러,Tim Miller
2,20160215~20160221,20145507,검사외전,20160215~201602212,20160215,20160221,2016-02-03,이일형,LEE Il-hyung
3,20160215~20160221,20150977,좋아해줘,20160215~201602213,20160215,20160221,2016-02-17,박현진,PARK Hyun-jin
4,20160215~20160221,20155501,주토피아,20160215~201602214,20160215,20160221,2016-02-17,바이론 하워드,Byron Howard
1,20160208~20160214,20145507,검사외전,20160208~201602141,20160208,20160214,2016-02-03,이일형,LEE Il-hyung
2,20160208~20160214,20151803,쿵푸팬더3,20160208~201602142,20160208,20160214,2016-01-28,여인영,Jennifer Yuh
3,20160208~20160214,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,20160208~201602143,20160208,20160214,2016-02-04,월트 벡커,Walt Becker
4,20160208~20160214,20150942,캐롤,20160208~201602144,20160208,20160214,2016-02-04,토드 헤인즈,Todd Haynes
1,20160201~20160207,20145507,검사외전,20160201~201602071,20160201,20160207,2016-02-03,이일형,LEE Il-hyung
2,20160201~20160207,20151803,쿵푸팬더3,20160201~201602072,20160201,20160207,2016-01-28,여인영,Jennifer Yuh
3,20160201~20160207,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,20160201~201602073,20160201,20160207,2016-02-04,월트 벡커,Walt Becker
4,20160201~20160207,20157466,"로봇, 소리",20160201~201602074,20160201,20160207,2016-01-27,이호재,LEE Ho-jae
1,20160125~20160131,20151803,쿵푸팬더3,20160125~201601311,20160125,20160131,2016-01-28,여인영,Jennifer Yuh
2,20160125~20160131,20158483,오빠생각,20160125~201601312,20160125,20160131,2016-01-21,이한,LEE Han
3,20160125~20160131,20154001,레버넌트: 죽음에서 돌아온 자,20160125~201601313,20160125,20160131,2016-01-14,알레한드로 곤잘레스 이냐리투,Alejandro Gonzalez Inarritu
4,20160125~20160131,20157466,"로봇, 소리",20160125~201601314,20160125,20160131,2016-01-27,이호재,LEE Ho-jae
1,20160118~20160124,20154001,레버넌트: 죽음에서 돌아온 자,20160118~201601241,20160118,20160124,2016-01-14,알레한드로 곤잘레스 이냐리투,Alejandro Gonzalez Inarritu
2,20160118~20160124,20158483,오빠생각,20160118~201601242,20160118,20160124,2016-01-21,이한,LEE Han
3,20160118~20160124,20155422,굿 다이노,20160118~201601243,20160118,20160124,2016-01-07,피터 손,Peter SOHN
4,20160118~20160124,20068576,그날의 분위기,20160118~201601244,20160118,20160124,2016-01-14,조규장,CHO Kyu-jang
1,20160111~20160117,20154001,레버넌트: 죽음에서 돌아온 자,20160111~201601171,20160111,20160117,2016-01-14,알레한드로 곤잘레스 이냐리투,Alejandro Gonzalez Inarritu
2,20160111~20160117,20155422,굿 다이노,20160111~201601172,20160111,20160117,2016-01-07,피터 손,Peter SOHN
3,20160111~20160117,20136068,히말라야,20160111~201601173,20160111,20160117,2015-12-16,이석훈,LEE Seok-hoon
4,20160111~20160117,20068576,그날의 분위기,20160111~201601174,20160111,20160117,2016-01-14,조규장,CHO Kyu-jang
1,20160104~20160110,20136068,히말라야,20160104~201601101,20160104,20160110,2015-12-16,이석훈,LEE Seok-hoon
2,20160104~20160110,20150025,내부자들: 디 오리지널,20160104~201601102,20160104,20160110,2015-12-31,우민호,WOO Min-ho
3,20160104~20160110,20155422,굿 다이노,20160104~201601103,20160104,20160110,2016-01-07,피터 손,Peter SOHN
4,20160104~20160110,20157042,셜록: 유령신부,20160104~201601104,20160104,20160110,2016-01-02,더글라스 맥키넌,Douglas Mackinnon
1,20151228~20160103,20136068,히말라야,20151228~201601031,20151228,20160103,2015-12-16,이석훈,LEE Seok-hoon
2,20151228~20160103,20150025,내부자들: 디 오리지널,20151228~201601032,20151228,20160103,2015-12-31,우민호,WOO Min-ho
3,20151228~20160103,20157042,셜록: 유령신부,20151228~201601033,20151228,20160103,2016-01-02,더글라스 맥키넌,Douglas Mackinnon
4,20151228~20160103,20154141,스타워즈: 깨어난 포스,20151228~201601034,20151228,20160103,2015-12-17,J.J. 에이브럼스,J.J. Abrams
1,20151221~20151227,20136068,히말라야,20151221~201512271,20151221,20151227,2015-12-16,이석훈,LEE Seok-hoon
2,20151221~20151227,20154141,스타워즈: 깨어난 포스,20151221~201512272,20151221,20151227,2015-12-17,J.J. 에이브럼스,J.J. Abrams
3,20151221~20151227,20145171,대호,20151221~201512273,20151221,20151227,2015-12-16,박훈정,PARK Hoon-jung
4,20151221~20151227,20154242,몬스터 호텔 2,20151221~201512274,20151221,20151227,2015-12-24,젠디 타타코브스키,Genndy Tartakovsky
1,20151214~20151220,20136068,히말라야,20151214~201512201,20151214,20151220,2015-12-16,이석훈,LEE Seok-hoon
2,20151214~20151220,20154141,스타워즈: 깨어난 포스,20151214~201512202,20151214,20151220,2015-12-17,J.J. 에이브럼스,J.J. Abrams
3,20151214~20151220,20145171,대호,20151214~201512203,20151214,20151220,2015-12-16,박훈정,PARK Hoon-jung
4,20151214~20151220,20149314,내부자들,20151214~201512204,20151214,20151220,2015-11-19,우민호,WOO Min-ho
1,20151207~20151213,20149314,내부자들,20151207~201512131,20151207,20151213,2015-11-19,우민호,WOO Min-ho
2,20151207~20151213,20144683,하트 오브 더 씨,20151207~201512132,20151207,20151213,2015-12-03,론 하워드,Ron Howard
3,20151207~20151213,20145503,검은 사제들,20151207~201512133,20151207,20151213,2015-11-05,장재현,JANG Jae-hyun
4,20151207~20151213,20156807,뽀로로 극장판 컴퓨터 왕국 대모험,20151207~201512134,20151207,20151213,2015-12-10,박영균,PARK Young-kyun
1,20151130~20151206,20149314,내부자들,20151130~201512061,20151130,20151206,2015-11-19,우민호,WOO Min-ho
2,20151130~20151206,20144683,하트 오브 더 씨,20151130~201512062,20151130,20151206,2015-12-03,론 하워드,Ron Howard
3,20151130~20151206,20145503,검은 사제들,20151130~201512063,20151130,20151206,2015-11-05,장재현,JANG Jae-hyun
4,20151130~20151206,20156748,열정같은소리하고있네,20151130~201512064,20151130,20151206,2015-11-25,정기훈,JEONG Gi-hun
1,20151123~20151129,20149314,내부자들,20151123~201511291,20151123,20151129,2015-11-19,우민호,WOO Min-ho
2,20151123~20151129,20145503,검은 사제들,20151123~201511292,20151123,20151129,2015-11-05,장재현,JANG Jae-hyun
3,20151123~20151129,20156748,열정같은소리하고있네,20151123~201511293,20151123,20151129,2015-11-25,정기훈,JEONG Gi-hun
4,20151123~20151129,20151481,헝거게임: 더 파이널,20151123~201511294,20151123,20151129,2015-11-18,프란시스 로렌스,Francis Lawrence
1,20151116~20151122,20149314,내부자들,20151116~201511221,20151116,20151122,2015-11-19,우민호,WOO Min-ho
2,20151116~20151122,20145503,검은 사제들,20151116~201511222,20151116,20151122,2015-11-05,장재현,JANG Jae-hyun
3,20151116~20151122,20157432,007 스펙터,20151116~201511223,20151116,20151122,2015-11-11,샘 멘데스,Sam Mendes
4,20151116~20151122,20151481,헝거게임: 더 파이널,20151116~201511224,20151116,20151122,2015-11-18,프란시스 로렌스,Francis Lawrence
1,20151109~20151115,20145503,검은 사제들,20151109~201511151,20151109,20151115,2015-11-05,장재현,JANG Jae-hyun
2,20151109~20151115,20157432,007 스펙터,20151109~201511152,20151109,20151115,2015-11-11,샘 멘데스,Sam Mendes
3,20151109~20151115,20151383,마션,20151109~201511153,20151109,20151115,2015-10-08,리들리 스콧,Ridley Scott
4,20151109~20151115,20050082,이터널 선샤인,20151109~201511154,20151109,20151115,2005-11-10,미셸 공드리,Michel Gondry
1,20151102~20151108,20145503,검은 사제들,20151102~201511081,20151102,20151108,2015-11-05,장재현,JANG Jae-hyun
2,20151102~20151108,20157465,그놈이다,20151102~201511082,20151102,20151108,2015-10-28,윤준형,YUN Jun-hyeong
3,20151102~20151108,20151383,마션,20151102~201511083,20151102,20151108,2015-10-08,리들리 스콧,Ridley Scott
4,20151102~20151108,20157464,더 폰,20151102~201511084,20151102,20151108,2015-10-22,김봉주,KIM Bong-joo
1,20151026~20151101,20157464,더 폰,20151026~201511011,20151026,20151101,2015-10-22,김봉주,KIM Bong-joo
2,20151026~20151101,20157465,그놈이다,20151026~201511012,20151026,20151101,2015-10-28,윤준형,YUN Jun-hyeong
3,20151026~20151101,20151383,마션,20151026~201511013,20151026,20151101,2015-10-08,리들리 스콧,Ridley Scott
4,20151026~20151101,20152022,인턴,20151026~201511014,20151026,20151101,2015-09-24,낸시 마이어스,Nancy Meyers
1,20151019~20151025,20151383,마션,20151019~201510251,20151019,20151025,2015-10-08,리들리 스콧,Ridley Scott
2,20151019~20151025,20157464,더 폰,20151019~201510252,20151019,20151025,2015-10-22,김봉주,KIM Bong-joo
3,20151019~20151025,20145504,특종: 량첸살인기,20151019~201510253,20151019,20151025,2015-10-22,노덕,ROH Deok
4,20151019~20151025,20152022,인턴,20151019~201510254,20151019,20151025,2015-09-24,낸시 마이어스,Nancy Meyers
1,20151012~20151018,20151383,마션,20151012~201510181,20151012,20151018,2015-10-08,리들리 스콧,Ridley Scott
2,20151012~20151018,20152022,인턴,20151012~201510182,20151012,20151018,2015-09-24,낸시 마이어스,Nancy Meyers
3,20151012~20151018,20142855,성난 변호사,20151012~201510183,20151012,20151018,2015-10-08,허종호,HUH Jong-ho
4,20151012~20151018,20148846,사도,20151012~201510184,20151012,20151018,2015-09-16,이준익,LEE Joon-ik
1,20151005~20151011,20151383,마션,20151005~201510111,20151005,20151011,2015-10-08,리들리 스콧,Ridley Scott
2,20151005~20151011,20152022,인턴,20151005~201510112,20151005,20151011,2015-09-24,낸시 마이어스,Nancy Meyers
3,20151005~20151011,20142855,성난 변호사,20151005~201510113,20151005,20151011,2015-10-08,허종호,HUH Jong-ho
4,20151005~20151011,20148846,사도,20151005~201510114,20151005,20151011,2015-09-16,이준익,LEE Joon-ik
1,20150928~20151004,20148846,사도,20150928~201510041,20150928,20151004,2015-09-16,이준익,LEE Joon-ik
2,20150928~20151004,20156557,탐정 : 더 비기닝,20150928~201510042,20150928,20151004,2015-09-24,김정훈,KIM Joung-hoon
3,20150928~20151004,20152022,인턴,20150928~201510043,20150928,20151004,2015-09-24,낸시 마이어스,Nancy Meyers
4,20150928~20151004,20150622,메이즈 러너: 스코치 트라이얼,20150928~201510044,20150928,20151004,2015-09-16,웨스 볼,Wes Ball
1,20150921~20150927,20148846,사도,20150921~201509271,20150921,20150927,2015-09-16,이준익,LEE Joon-ik
2,20150921~20150927,20150622,메이즈 러너: 스코치 트라이얼,20150921~201509272,20150921,20150927,2015-09-16,웨스 볼,Wes Ball
3,20150921~20150927,20156557,탐정 : 더 비기닝,20150921~201509273,20150921,20150927,2015-09-24,김정훈,KIM Joung-hoon
4,20150921~20150927,20152022,인턴,20150921~201509274,20150921,20150927,2015-09-24,낸시 마이어스,Nancy Meyers
